Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Team,MP.1,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Expected_Ast,Expected_xAG,Expected_xA,Expected_A-xAG,Expected_KP,Expected_1/3,Expected_PPA,Expected_CrsPA,Expected_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR
Tahith Chong,nl NED,"MF,FW",23.0,,20,1982.0,22.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,2.7,2.7,0.5,3.2,57.0,72.0,101.0,0.18,0.0,0.18,0.18,0.18,0.12,0.02,0.15,0.12,0.15,Matches,Luton Town,33.0,,,,,,,,,,,,,,,,4.0,31.0,7.0,22.6,1.41,0.32,0.13,0.57,16.6,0.0,0.0,0.0,2.7,2.7,0.09,1.3,1.3,428.0,550.0,77.8,6679.0,1643.0,227.0,257.0,88.3,149.0,189.0,78.8,32.0,54.0,59.3,0.0,0.5,1.4,-0.5,10.0,35.0,20.0,8.0,72.0,515.0,31.0,4.0,5.0,6.0,35.0,11.0,0.0,0.0,0.0,0.0,428.0,4.0,21.0,49.0,2.22,31.0,0.0,3.0,2.0,11.0,2.0,4.0,0.18,2.0,0.0,0.0,2.0,0.0,0.0,36.0,22.0,19.0,13.0,4.0,15.0,33.0,45.5,18.0,30.0,6.0,24.0,8.0,44.0,11.0,1.0,819,30,160,351,324,52,819,72,25,34.7,32,44.4,520,3559,1880,57,47,9,59,40,560,101
Reece Burke,eng ENG,DF,26.0,,20,1660.0,18.4,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,1.4,2.7,11.0,67.0,14.0,0.0,0.22,0.22,0.0,0.22,0.07,0.07,0.15,0.07,0.15,Matches,Luton Town,22.0,,,,,,,,,,,,,,,,0.0,13.0,3.0,23.1,0.7,0.16,0.0,0.0,14.3,0.0,0.0,0.0,1.3,1.3,0.12,-1.3,-1.3,547.0,719.0,76.1,10396.0,4169.0,200.0,247.0,81.0,280.0,325.0,86.2,57.0,120.0,47.5,4.0,1.4,0.9,2.6,13.0,58.0,9.0,3.0,67.0,689.0,29.0,9.0,0.0,2.0,13.0,20.0,0.0,0.0,0.0,0.0,547.0,1.0,15.0,21.0,1.14,15.0,1.0,0.0,5.0,0.0,0.0,4.0,0.22,3.0,0.0,0.0,1.0,0.0,0.0,37.0,23.0,17.0,14.0,6.0,12.0,26.0,46.2,14.0,25.0,18.0,7.0,18.0,55.0,78.0,1.0,929,98,378,440,117,20,929,8,4,50.0,2,25.0,455,2080,1210,11,8,0,18,5,508,14
Elijah Adebayo,eng ENG,FW,25.0,,16,1419.0,15.8,10.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,5.9,5.9,0.7,6.6,16.0,23.0,110.0,0.63,0.0,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42,Matches,Luton Town,27.0,,,,,,,,,,,,,,,,10.0,31.0,14.0,45.2,1.97,0.89,0.32,0.71,9.6,0.0,0.0,0.0,5.9,5.9,0.19,4.1,4.1,144.0,204.0,70.6,1847.0,385.0,94.0,122.0,77.0,41.0,60.0,68.3,3.0,6.0,50.0,0.0,0.7,0.4,-0.7,14.0,9.0,4.0,0.0,23.0,202.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,144.0,1.0,5.0,31.0,1.97,19.0,0.0,5.0,5.0,2.0,0.0,5.0,0.32,2.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,12.0,8.3,11.0,13.0,2.0,11.0,6.0,10.0,25.0,0.0,462,27,52,172,243,82,462,67,18,26.9,46,68.7,265,1516,425,16,15,13,62,34,337,110
Albert Sambi Lokonga,be BEL,MF,23.0,,16,1303.0,14.5,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,1.4,2.0,29.0,72.0,13.0,0.07,0.21,0.28,0.07,0.28,0.04,0.1,0.14,0.04,0.14,Matches,Luton Town,17.0,,,,,,,,,,,,,,,,1.0,8.0,2.0,25.0,0.55,0.14,0.13,0.5,20.9,0.0,0.0,0.0,0.6,0.6,0.08,0.4,0.4,669.0,766.0,87.3,11099.0,3318.0,319.0,348.0,91.7,253.0,285.0,88.8,55.0,76.0,72.4,3.0,1.4,0.8,1.6,9.0,68.0,6.0,1.0,72.0,694.0,67.0,28.0,5.0,11.0,13.0,8.0,2.0,1.0,1.0,0.0,669.0,5.0,3.0,27.0,1.86,22.0,0.0,0.0,1.0,3.0,1.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,14.0,12.0,3.0,17.0,24.0,70.8,7.0,23.0,13.0,10.0,11.0,40.0,14.0,0.0,899,54,223,513,170,11,899,22,11,50.0,7,31.8,529,3027,1707,29,19,2,12,11,597,13
Jordan Clark,eng ENG,MF,29.0,,14,1304.0,14.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.3,2.2,21.0,51.0,39.0,0.07,0.07,0.14,0.07,0.14,0.07,0.09,0.16,0.07,0.16,Matches,Luton Town,23.0,,,,,,,,,,,,,,,,1.0,17.0,4.0,23.5,1.17,0.28,0.06,0.25,16.9,0.0,0.0,0.0,1.0,1.0,0.06,0.0,0.0,369.0,513.0,71.9,6108.0,1636.0,180.0,231.0,77.9,136.0,173.0,78.6,33.0,63.0,52.4,1.0,1.3,1.2,-0.3,12.0,19.0,18.0,4.0,51.0,475.0,36.0,13.0,1.0,6.0,23.0,5.0,0.0,0.0,0.0,0.0,369.0,2.0,18.0,29.0,2.0,23.0,0.0,2.0,3.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,14.0,11.0,5.0,11.0,39.0,28.2,28.0,24.0,3.0,21.0,11.0,41.0,15.0,1.0,694,36,130,339,234,42,694,42,12,28.6,24,57.1,385,2122,1004,21,20,7,25,21,439,39
Andros Townsend,eng ENG,"MF,FW",32.0,,14,1210.0,13.4,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.3,2.5,47.0,35.0,71.0,0.07,0.22,0.3,0.07,0.3,0.09,0.1,0.19,0.09,0.19,Matches,Luton Town,27.0,,,,,,,,,,,,,,,,1.0,20.0,7.0,35.0,1.49,0.52,0.05,0.14,23.7,2.0,0.0,0.0,1.2,1.2,0.06,-0.2,-0.2,304.0,432.0,70.4,5162.0,1225.0,148.0,173.0,85.5,111.0,147.0,75.5,32.0,74.0,43.2,3.0,1.3,1.8,1.7,18.0,23.0,16.0,12.0,35.0,402.0,28.0,4.0,1.0,10.0,74.0,7.0,8.0,7.0,0.0,0.0,304.0,2.0,22.0,36.0,2.68,24.0,5.0,3.0,3.0,1.0,0.0,6.0,0.45,4.0,0.0,1.0,1.0,0.0,0.0,21.0,13.0,11.0,2.0,8.0,13.0,27.0,48.1,14.0,12.0,0.0,12.0,5.0,26.0,10.0,0.0,582,21,89,223,280,21,582,34,16,47.1,14,41.2,347,2425,1099,47,31,7,35,26,366,71
Tom Lockyer,wls WAL,DF,28.0,,14,1169.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,0.6,1.7,6.0,37.0,2.0,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13,Matches,Luton Town,14.0,,,,,,,,,,,,,,,,1.0,7.0,1.0,14.3,0.54,0.08,0.14,1.0,8.5,0.0,0.0,0.0,1.1,1.1,0.15,-0.1,-0.1,301.0,422.0,71.3,6628.0,3120.0,81.0,104.0,77.9,158.0,189.0,83.6,57.0,113.0,50.4,1.0,0.6,0.3,0.4,3.0,37.0,4.0,0.0,37.0,401.0,20.0,17.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,301.0,1.0,7.0,10.0,0.77,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,17.0,6.0,2.0,15.0,22.0,68.2,7.0,23.0,13.0,10.0,23.0,48.0,68.0,0.0,586,108,316,242,32,18,586,6,4,66.7,2,33.3,269,1504,883,6,6,1,6,2,247,2
Marvelous Nakamba,zw ZIM,MF,29.0,,13,1130.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.4,0.6,1.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches,Luton Town,13.0,,,,,,,,,,,,,,,,0.0,5.0,0.0,0.0,0.4,0.0,0.0,,23.6,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,356.0,423.0,84.2,5622.0,1605.0,184.0,203.0,90.6,126.0,143.0,88.1,27.0,42.0,64.3,0.0,0.4,0.5,-0.4,7.0,27.0,2.0,1.0,36.0,404.0,18.0,14.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,356.0,1.0,10.0,13.0,1.03,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,24.0,24.0,14.0,2.0,24.0,42.0,57.1,18.0,23.0,6.0,17.0,11.0,51.0,11.0,1.0,546,30,133,320,101,3,546,10,3,30.0,5,50.0,224,1064,344,1,8,0,10,4,251,5
Jacob Brown,sct SCO,"MF,FW",25.0,,12,1019.0,11.3,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.8,2.8,0.7,3.4,25.0,19.0,53.0,0.18,0.0,0.18,0.18,0.18,0.25,0.06,0.3,0.25,0.3,Matches,Luton Town,19.0,,,,,,,,,,,,,,,,2.0,26.0,6.0,23.1,2.3,0.53,0.08,0.33,14.1,0.0,0.0,0.0,2.8,2.8,0.11,-0.8,-0.8,136.0,247.0,55.1,1865.0,626.0,91.0,127.0,71.7,35.0,56.0,62.5,6.0,24.0,25.0,0.0,0.7,0.4,-0.7,8.0,6.0,3.0,1.0,19.0,238.0,7.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,136.0,2.0,18.0,15.0,1.33,10.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,7.0,7.0,5.0,7.0,18.0,38.9,11.0,20.0,1.0,19.0,8.0,27.0,22.0,0.0,427,30,103,152,181,50,427,25,6,24.0,16,64.0,200,1112,504,25,14,9,24,25,237,53
Pelly Ruddock Mpanzu,cd COD,MF,30.0,,11,1101.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,1.1,10.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,Luton Town,27.0,,,,,,,,,,,,,,,,0.0,11.0,1.0,9.1,0.9,0.08,0.0,0.0,19.7,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6,268.0,364.0,73.6,4413.0,1102.0,123.0,141.0,87.2,110.0,143.0,76.9,16.0,36.0,44.4,0.0,0.4,1.4,-0.4,6.0,17.0,13.0,2.0,34.0,338.0,24.0,7.0,0.0,7.0,11.0,8.0,2.0,0.0,0.0,0.0,268.0,2.0,13.0,19.0,1.55,12.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,6.0,6.0,1.0,5.0,9.0,55.6,4.0,15.0,7.0,8.0,9.0,22.0,16.0,3.0,481,30,114,240,130,15,481,16,9,56.3,6,37.5,235,961,378,10,7,5,12,16,270,15
Daiki Hashioka,jp JPN,DF,24.0,,6,595.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,3.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Matches,Luton Town,10.0,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.3,0.0,0.0,,18.1,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,227.0,282.0,80.5,3875.0,1580.0,101.0,108.0,93.5,107.0,126.0,84.9,16.0,34.0,47.1,0.0,0.7,0.3,-0.7,3.0,14.0,4.0,3.0,21.0,264.0,18.0,1.0,0.0,2.0,9.0,17.0,0.0,0.0,0.0,0.0,227.0,0.0,7.0,8.0,1.21,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,4.0,1.0,5.0,11.0,45.5,6.0,12.0,7.0,5.0,8.0,19.0,20.0,0.0,355,51,165,137,55,2,355,2,1,50.0,1,50.0,184,799,303,3,3,0,8,6,206,16
Ryan John Giles,eng ENG,"DF,MF",23.0,,5,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,9.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Luton Town,11.0,,,,,,,,,,,,,,,,0.0,2.0,2.0,100.0,0.36,0.36,0.0,0.0,14.2,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,140.0,218.0,64.2,2294.0,949.0,74.0,85.0,87.1,56.0,85.0,65.9,9.0,39.0,23.1,0.0,0.2,0.6,-0.2,5.0,10.0,10.0,6.0,17.0,157.0,61.0,6.0,0.0,0.0,49.0,41.0,14.0,6.0,8.0,0.0,140.0,0.0,8.0,12.0,2.15,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,4.0,3.0,1.0,2.0,7.0,28.6,5.0,2.0,0.0,2.0,4.0,12.0,22.0,0.0,273,20,81,74,119,4,273,8,4,50.0,3,37.5,116,517,241,9,5,2,7,1,129,30
Fred Onyedinma,eng ENG,"DF,MF",26.0,,4,407.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,9.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Luton Town,8.0,,,,,,,,,,,,,,,,0.0,5.0,2.0,40.0,1.11,0.44,0.0,0.0,12.9,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,91.0,135.0,67.4,1431.0,352.0,45.0,58.0,77.6,42.0,61.0,68.9,2.0,7.0,28.6,0.0,0.1,0.1,-0.1,2.0,4.0,2.0,1.0,6.0,97.0,38.0,1.0,0.0,0.0,13.0,37.0,0.0,0.0,0.0,0.0,91.0,0.0,7.0,5.0,1.11,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,7.0,3.0,0.0,5.0,12.0,41.7,7.0,3.0,0.0,3.0,1.0,11.0,13.0,0.0,198,13,55,69,76,16,198,11,2,18.2,8,72.7,85,514,219,9,6,4,12,10,90,21
Mads Juel Andersen,dk DEN,DF,25.0,,4,400.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,7.0,1.0,0.23,0.0,0.23,0.23,0.23,0.06,0.0,0.06,0.06,0.06,Matches,Luton Town,8.0,,,,,,,,,,,,,,,,1.0,3.0,1.0,33.3,0.68,0.23,0.33,1.0,9.2,0.0,0.0,0.0,0.3,0.3,0.09,0.7,0.7,87.0,117.0,74.4,1570.0,766.0,41.0,47.0,87.2,37.0,48.0,77.1,9.0,19.0,47.4,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,115.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,87.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,2.0,0.0,4.0,4.0,100.0,0.0,9.0,6.0,3.0,8.0,14.0,29.0,0.0,182,56,118,57,7,4,182,1,0,0.0,1,100.0,58,301,112,0,0,0,6,0,64,1
Cauley Woodrow,eng ENG,"FW,MF",28.0,,2,427.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,1.2,2.6,7.0,6.0,22.0,0.21,0.21,0.42,0.21,0.42,0.3,0.25,0.55,0.3,0.55,Matches,Luton Town,24.0,,,,,,,,,,,,,,,,1.0,16.0,4.0,25.0,3.37,0.84,0.06,0.25,18.7,1.0,0.0,0.0,1.4,1.4,0.09,-0.4,-0.4,110.0,152.0,72.4,1530.0,250.0,66.0,82.0,80.5,31.0,40.0,77.5,4.0,12.0,33.3,1.0,1.2,0.9,-0.2,9.0,5.0,4.0,4.0,6.0,145.0,6.0,0.0,0.0,0.0,10.0,2.0,3.0,0.0,2.0,0.0,110.0,1.0,7.0,17.0,3.57,13.0,0.0,1.0,2.0,1.0,0.0,2.0,0.42,2.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,8.0,4.0,4.0,9.0,16.0,56.3,7.0,7.0,1.0,6.0,1.0,17.0,14.0,0.0,223,18,42,85,99,21,223,3,2,66.7,1,33.3,117,527,204,7,7,1,9,8,156,22
Luke Berry,eng ENG,"MF,DF",31.0,,2,323.0,3.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,1.3,1.0,8.0,7.0,0.56,0.28,0.84,0.56,0.84,0.28,0.07,0.35,0.28,0.35,Matches,Luton Town,17.0,,,,,,,,,,,,,,,,2.0,8.0,4.0,50.0,2.23,1.11,0.25,0.5,10.9,0.0,0.0,0.0,1.0,1.0,0.13,1.0,1.0,64.0,99.0,64.6,984.0,310.0,38.0,45.0,84.4,18.0,32.0,56.3,6.0,15.0,40.0,1.0,0.3,0.1,0.7,2.0,5.0,0.0,0.0,8.0,83.0,16.0,4.0,0.0,0.0,8.0,2.0,6.0,5.0,1.0,0.0,64.0,0.0,3.0,6.0,1.67,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.28,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,2.0,4.0,1.0,2.0,3.0,66.7,1.0,6.0,1.0,5.0,0.0,7.0,3.0,0.0,143,5,28,70,46,13,143,3,2,66.7,0,0.0,56,141,30,1,2,0,5,4,70,7
Joseph Johnson,eng ENG,DF,17.0,,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luton Town,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,30.0,36.0,83.3,646.0,228.0,9.0,9.0,100.0,16.0,17.0,94.1,5.0,9.0,55.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,33.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,4,18,16,2,0,36,0,0,,0,,18,75,9,0,0,0,0,1,26,1
James Shea,eng ENG,GK,32.0,,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luton Town,1.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,9.0,66.7,239.0,215.0,0.0,0.0,,3.0,3.0,100.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,8,11,0,0,0,11,0,0,,0,,3,29,26,0,0,0,0,0,3,0
Zack Nelson,eng ENG,"MF,DF",18.0,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luton Town,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,4.0,100.0,41.0,0.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,0,3,3,0,0,6,0,0,,0,,2,9,2,0,0,0,1,0,2,0
Allan Campbell,sct SCO,MF,25.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Chigozie,eng ENG,DF,16.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidan Francis,eng ENG,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylan Harris,eng ENG,FW,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Krul,nl NED,GK,35.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Luker,eng ENG,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominic Martins,pt POR,MF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Mcatee,eng ENG,"FW,MF",24.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Piesold,eng ENG,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Potts,eng ENG,DF,29.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
