Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,team,Unnamed: 4_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
Han-Noah Massengo,fr FRA,"MF,DF",22.0,3.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley,
CJ Egan-Riley,eng ENG,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley,
Lawrence Vigouroux,cl CHI,GK,29.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley,
Squad Total,,,24.5,38.0,418,3420.0,38.0,40.0,30.0,70.0,37.0,3.0,3.0,77.0,7.0,40.6,38.3,29.7,68.0,727.0,1181.0,1162.0,1.05,0.79,1.84,0.97,1.76,1.07,0.78,1.85,1.01,1.79,,Burnley,
Opponent Total,,,26.3,38.0,418,3420.0,38.0,75.0,54.0,129.0,69.0,6.0,7.0,84.0,3.0,70.4,64.9,52.0,116.9,711.0,1501.0,1486.0,1.97,1.42,3.39,1.82,3.24,1.85,1.37,3.22,1.71,3.08,,Burnley,
Gustavo Hamer,nl NED,MF,26.0,,34,2910.0,32.3,4.0,6.0,10.0,4.0,0.0,0.0,9.0,0.0,3.0,3.0,6.1,9.1,36.0,135.0,86.0,0.12,0.19,0.31,0.12,0.31,0.09,0.19,0.28,0.09,0.28,Matches,Sheffield Utd,36.0
Jayden Bogle,eng ENG,DF,23.0,,32,2788.0,31.0,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,2.3,2.3,1.0,3.3,38.0,60.0,92.0,0.1,0.0,0.1,0.1,0.1,0.07,0.03,0.11,0.07,0.11,Matches,Sheffield Utd,34.0
Jack Robinson,eng ENG,DF,29.0,,31,2885.0,32.1,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,1.2,1.2,1.2,2.4,8.0,63.0,14.0,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,Matches,Sheffield Utd,34.0
Vinicius Souza,br BRA,MF,24.0,,29,2668.0,29.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.2,0.8,7.0,66.0,21.0,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,Matches,Sheffield Utd,36.0
Anel Ahmedhodžić,ba BIH,DF,24.0,,29,2649.0,29.4,2.0,0.0,2.0,2.0,0.0,0.0,11.0,1.0,3.1,3.1,0.8,4.0,15.0,43.0,21.0,0.07,0.0,0.07,0.07,0.07,0.11,0.03,0.14,0.11,0.14,Matches,Sheffield Utd,31.0
Wes Foderingham,eng ENG,GK,32.0,,29,2649.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield Utd,30.0
Auston Trusty,us USA,DF,24.0,,28,2572.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.1,1.5,10.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Sheffield Utd,32.0
Cameron Archer,eng ENG,"FW,MF",22.0,,21,1832.0,20.4,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,5.5,5.5,2.8,8.3,33.0,15.0,113.0,0.2,0.05,0.25,0.2,0.25,0.27,0.14,0.41,0.27,0.41,Matches,Sheffield Utd,29.0
James Mcatee,eng ENG,"MF,FW",20.0,,20,1822.0,20.2,3.0,3.0,6.0,2.0,1.0,1.0,2.0,0.0,3.1,2.3,2.9,5.2,55.0,51.0,110.0,0.15,0.15,0.3,0.1,0.25,0.15,0.15,0.3,0.11,0.26,Matches,Sheffield Utd,30.0
Oliver Norwood,nir NIR,MF,32.0,,16,1440.0,16.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.1,0.3,0.6,0.9,3.0,73.0,10.0,0.06,0.0,0.06,0.0,0.0,0.07,0.04,0.11,0.02,0.06,Matches,Sheffield Utd,27.0
Oliver McBurnie,sct SCO,FW,27.0,,15,1280.0,14.2,6.0,3.0,9.0,4.0,2.0,2.0,7.0,2.0,6.9,5.3,2.0,7.3,6.0,30.0,60.0,0.42,0.21,0.63,0.28,0.49,0.48,0.14,0.62,0.37,0.51,Matches,Sheffield Utd,21.0
Ben Osborn,eng ENG,"DF,MF",28.0,,14,1367.0,15.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.9,1.1,16.0,55.0,44.0,0.0,0.13,0.13,0.0,0.13,0.01,0.06,0.07,0.01,0.07,Matches,Sheffield Utd,24.0
Ben Brereton,cl CHI,"FW,MF",24.0,,14,1105.0,12.3,6.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,6.1,5.3,1.5,6.7,23.0,37.0,78.0,0.49,0.08,0.57,0.41,0.49,0.49,0.12,0.61,0.43,0.55,Matches,Sheffield Utd,14.0
Andre Brooks,eng ENG,"MF,DF",19.0,,12,938.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,12.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Sheffield Utd,20.0
George Baldock,gr GRE,DF,30.0,,11,969.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8,0.8,9.0,31.0,24.0,0.0,0.09,0.09,0.0,0.09,0.0,0.07,0.08,0.0,0.08,Matches,Sheffield Utd,13.0
Oliver Arblaster,eng ENG,MF,19.0,,11,943.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.8,13.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Sheffield Utd,12.0
Luke Thomas,eng ENG,DF,22.0,,11,917.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,8.0,33.0,22.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,Matches,Sheffield Utd,12.0
William Osula,dk DEN,FW,19.0,,9,786.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.6,1.6,0.1,1.7,7.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.19,0.01,0.2,0.19,0.2,Matches,Sheffield Utd,21.0
Ivo Grbić,hr CRO,GK,27.0,,9,771.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield Utd,9.0
Mason Holgate,eng ENG,DF,26.0,,9,710.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.6,0.6,0.4,1.1,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13,Matches,Sheffield Utd,10.0
Yasser Larouci,dz ALG,DF,22.0,,6,531.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,18.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,Sheffield Utd,11.0
John Egan,ie IRL,DF,30.0,,6,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Sheffield Utd,6.0
Max Lowe,eng ENG,"DF,MF",26.0,,4,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.3,5.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.23,0.1,0.23,Matches,Sheffield Utd,10.0
Anis Ben Slimane,tn TUN,MF,22.0,,4,419.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.3,1.1,3.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.23,0.17,0.23,Matches,Sheffield Utd,15.0
Bénie Traoré,ci CIV,"FW,MF",20.0,,3,387.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,7.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,Sheffield Utd,8.0
Rhian Brewster,eng ENG,"FW,MF",23.0,,3,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.1,0.5,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches,Sheffield Utd,13.0
Chris Basham,eng ENG,"DF,MF",35.0,,3,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1,Matches,Sheffield Utd,8.0
Tom Davies,eng ENG,MF,25.0,,2,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.4,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,Matches,Sheffield Utd,9.0
Rhys Norrington-Davies,wls WAL,DF,24.0,,2,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Sheffield Utd,5.0
John Fleck,sct SCO,"MF,DF",31.0,,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,Matches,Sheffield Utd,4.0
Sam Curtis,ie IRL,DF,17.0,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield Utd,1.0
Daniel Jebbison,eng ENG,FW,19.0,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield Utd,1.0
Antwoine Hackford,eng ENG,FW,19.0,,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield Utd,2.0
Sydie Peck,eng ENG,MF,18.0,,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield Utd,1.0
Ryan One,sct SCO,FW,17.0,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield Utd,1.0
Jordan Amissah,gh GHA,GK,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield Utd,0.0
Billy Blacker,eng ENG,FW,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield Utd,0.0
Jili Buyabu,eng ENG,MF,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield Utd,0.0
Ismaila Cheick Coulibaly,ml MLI,MF,22.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield Utd,0.0
Adam Davies,wls WAL,GK,31.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield Utd,0.0
Owen Hampson,eng ENG,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield Utd,0.0
Louie Marsh,eng ENG,FW,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield Utd,0.0
Dovydas Sasnauskas,,DF,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield Utd,0.0
Femi Seriki,eng ENG,DF,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield Utd,0.0
Squad Total,,,25.7,,418,3420.0,38.0,31.0,18.0,49.0,26.0,5.0,5.0,101.0,5.0,38.3,34.4,25.8,60.2,343.0,884.0,874.0,0.82,0.47,1.29,0.68,1.16,1.01,0.68,1.69,0.91,1.58,,Sheffield Utd,38.0
Opponent Total,,,26.4,,418,3420.0,38.0,97.0,75.0,172.0,92.0,5.0,7.0,53.0,2.0,76.7,71.2,57.1,128.3,967.0,1974.0,1953.0,2.55,1.97,4.53,2.42,4.39,2.02,1.5,3.52,1.87,3.38,,Sheffield Utd,38.0
